1,x1,x2
1,1.7036081928498492,1.7308021798291024
1,3.095139443565453,0.2595745458227187
1,2.5762849000565797,1.1513665451456254
1,1.814016435070827,4.0041922731814275
1,2.634538007323373,5.015373565844005
1,1.728976959153339,-0.939023195
1,4.586170938423235,0.3706578875559817
1,3.6933906585165883,4.643187308
1,1.0419187657921334,-0.32366753
1,2.865198688010005,3.0101926716641723
1,1.4593839754473863,2.6630153424787957
1,5.0467139684821385,0.265949372
1,1.6030006550467164,-3.973734288
1,1.9028280153601773,0.715153936
1,2.7612871306853206,3.5899843803600335
1,1.570933101551709,-1.394527711
1,3.9490047765052596,-3.410018134
1,2.9806024140375347,0.7454838746420441
1,3.894597705760013,1.0520784431940489
1,3.7596931198502057,-0.396230144
1,1.5022796189168304,-1.576935584
1,1.806114023208062,-1.754667997
1,4.296262586399058,-2.787741594
1,3.9522756260818905,1.1952492588290449
1,1.7827458693589853,-4.067723567
1,2.842734832624862,-5.134749159
1,1.4924148397356138,0.4757957890841731
1,3.1078841308066134,6.397460186486885
1,3.7470556550991474,8.16400083
1,3.4296764358626097,-5.918592144
1,1.584957079147474,1.6194387569739166
1,2.3592400769894284,1.629519540297422
1,3.779626303663696,2.891233593231929
1,2.5618790836511574,3.7611784027903523
1,5.074793167946566,-0.660391691
1,2.656702318,-0.756810121
1,2.3833706283168055,0.030111418225192622
1,3.7631836460599923,1.440865146855816
1,3.1929171918233066,-5.870902657
1,2.6515410693476293,-1.693453975
1,5.298653940713676,-3.489707467
1,2.834790447359268,-0.063527323
1,3.4662993683571894,0.993215048
1,3.269987238631089,-1.099488748
1,2.6801689528819117,2.5814262207147327
1,1.8522584001234137,-0.739791899
1,4.703623988120705,4.471599291802029
1,2.2778492299442465,-1.198174131
1,4.093686649658721,0.9756188769504321
1,2.770482246760044,-1.962842561
1,2.9911013367078896,-0.057368254
1,2.456801991592828,2.978824948012066
1,3.7530621876919787,-0.388789677
1,1.3905611038270456,-0.512491223
1,4.943262263433996,2.3712842714168216
1,1.5525638876804149,3.2754477216463833
1,3.130248455352702,-1.215249792
1,3.949360864660987,1.6093318106043772
1,0.9848112828774735,-6.39394398
1,2.920459413065889,0.7892300682998643
1,3.3010494637880656,-3.813173956
1,1.3151000383148197,2.7873003398900744
1,3.2223908094454488,-5.794238571
1,2.3150782647527697,0.072646022
1,2.8737988162864228,-3.641074618
1,4.990273649754091,0.5644108711678194
1,3.5229978045207515,-1.716791698
1,2.983654597242513,8.235353894
1,2.584183664,0.3748619380501247
1,1.6414970632402002,-3.195738464
1,2.4855701086312147,1.8091610937099796
1,2.7839398799967388,-3.184402911
1,3.422380220421978,-4.549291487
1,1.905957068967765,0.987847516
1,4.2369078851902255,-5.950862828
1,2.769715321572892,0.5014103511123449
1,2.295581800264977,-0.536681999
1,2.408624878914828,3.5347174776009185
1,3.736995169018212,-1.330223958
1,3.4358672525149103,2.216861702279857
1,4.775993585506766,-0.464545365
1,3.5130743788396455,-0.25816693
1,4.170526982948143,-1.007270516
1,5.077712232250203,-0.409888138
1,2.5440779807859797,0.27832927490204895
1,3.649172927254682,0.5691563759387579
1,2.8252184455485017,-6.146015768
1,4.017264343,2.351358234541433
1,2.4000169551511332,-0.698953685
1,4.576166724319206,-3.553234282
